Game ID,Move Number,Row,Col,Action,Board State,Mines Flagged,Hidden Cells,Safe,Game Outcome
4305016672,8,1,2,f,"[['(0)', '(1)', '-', '-', '-'], ['(0)', '(2)', '-', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '(4)', '-', '-'], ['(1)', '(1)', '(2)', '-', '-']]",1,13,FALSE,Ongoing
4305016672,9,0,2,r,"[['(0)', '(1)', '-', '-', '-'], ['(0)', '(2)', 'F', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '(4)', '-', '-'], ['(1)', '(1)', '(2)', '-', '-']]",2,12,FALSE,Ongoing
4305016672,10,0,3,r,"[['(0)', '(1)', '(1)', '-', '-'], ['(0)', '(2)', 'F', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '(4)', '-', '-'], ['(1)', '(1)', '(2)', '-', '-']]",2,11,FALSE,Ongoing
4305016672,11,1,3,r,"[['(0)', '(1)', '(1)', '(1)', '-'], ['(0)', '(2)', 'F', '-', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '(4)', '-', '-'], ['(1)', '(1)', '(2)', '-', '-']]",2,10,FALSE,Ongoing
4305016672,12,0,4,r,"[['(0)', '(1)', '(1)', '(1)', '-'], ['(0)', '(2)', 'F', '(3)', '-'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '(4)', '-', '-'], ['(1)', '(1)', '(2)', '-', '-']]",2,9,FALSE,Ongoing
4305016672,13,2,2,f,"[['(0)', '(1)', '(1)', '(1)', '(0)'], ['(0)', '(2)', 'F', '(3)', '(1)'], ['(1)', '(3)', '-', '-', '-'], ['(1)', 'F', '(4)', '-', '-'], ['(1)', '(1)', '(2)', '-', '-']]",2,7,FALSE,Ongoing
4305016672,14,2,4,r,"[['(0)', '(1)', '(1)', '(1)', '(0)'], ['(0)', '(2)', 'F', '(3)', '(1)'], ['(1)', '(3)', 'F', '-', '-'], ['(1)', 'F', '(4)', '-', '-'], ['(1)', '(1)', '(2)', '-', '-']]",3,6,FALSE,Ongoing
4305016672,End,,,,,,,,Win
4333918048,1,0,0,r,"[['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,25,FALSE,Ongoing
4333918048,2,0,1,f,"[['(3)', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",0,24,FALSE,Ongoing
4333918048,3,1,0,f,"[['(3)', 'F', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",1,23,FALSE,Ongoing
4333918048,4,1,1,f,"[['(3)', 'F', '-', '-', '-'], ['F', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-']]",2,22,FALSE,Ongoing
